reviewID,neg,neu,pos,compound
396,0.0,0.58,0.42,0.9954
397,0.047,0.827,0.126,0.9348
398,0.0,1.0,0.0,0.0
399,0.0,0.58,0.42,0.9954
400,0.0,0.833,0.167,0.8625
401,0.073,0.64,0.287,0.9241
402,0.0,0.759,0.241,0.2263
403,0.0,0.654,0.346,0.5719
404,0.061,0.559,0.38,0.9113
405,0.038,0.828,0.134,0.9913
406,0.0,0.801,0.199,0.8481
407,0.0,0.642,0.358,0.6672
408,0.0,0.738,0.262,0.7783
409,0.0,0.594,0.406,0.6249
410,0.0,0.892,0.108,0.9572
411,0.106,0.708,0.186,0.4215
412,0.0,0.76,0.24,0.9231
413,0.259,0.662,0.079,-0.6909
414,0.184,0.525,0.292,0.5106
415,0.0,0.427,0.573,0.8555
416,0.0,0.833,0.167,0.8625
417,0.072,0.827,0.102,-0.0258
418,0.0,0.758,0.242,0.4927
419,0.0,0.667,0.333,0.9253
420,0.042,0.719,0.239,0.7814
421,0.039,0.725,0.236,0.9823
422,0.0,0.76,0.24,0.9231
423,0.184,0.525,0.292,0.5106
424,0.041,0.697,0.262,0.9541
425,0.048,0.682,0.27,0.9239
426,0.0,0.732,0.268,0.765
427,0.0,0.756,0.244,0.6369
428,0.057,0.393,0.55,0.9232
429,0.036,0.807,0.157,0.9948
430,0.0,0.323,0.677,0.6369
431,0.0,1.0,0.0,0.0
432,0.073,0.751,0.176,0.6178
433,0.394,0.606,0.0,-0.6369
434,0.0,0.672,0.328,0.7783
435,0.0,1.0,0.0,0.0
436,0.0,0.368,0.632,0.8832
437,0.0,0.779,0.221,0.8689
438,0.171,0.773,0.056,-0.9935
439,0.066,0.734,0.199,0.5848
440,0.0,0.648,0.352,0.5859
441,0.104,0.824,0.071,0.2444
442,0.0,0.814,0.186,0.154
443,0.087,0.844,0.069,-0.1164
444,0.086,0.798,0.116,0.6131
445,0.35,0.65,0.0,-0.7906
446,0.081,0.765,0.153,0.999
447,0.059,0.778,0.162,0.7714
448,0.051,0.625,0.324,0.821
449,0.0,0.591,0.409,0.8519
450,0.0,0.742,0.258,0.765
451,0.119,0.812,0.069,-0.8025
452,0.0,0.691,0.309,0.555
453,0.0,0.682,0.318,0.6369
454,0.082,0.786,0.132,0.34
455,0.12,0.657,0.222,0.9813
456,0.051,0.833,0.116,0.8173
457,0.0,0.794,0.206,0.7783
458,0.0,0.836,0.164,0.8496
459,0.101,0.466,0.433,0.9153
460,0.0,0.732,0.268,0.5106
461,0.029,0.78,0.191,0.7537
462,0.039,0.675,0.286,0.9833
463,0.0,0.734,0.266,0.4404
464,0.0,0.526,0.474,0.6605
465,0.057,0.393,0.55,0.9232
466,0.0,0.691,0.309,0.555
467,0.0,0.682,0.318,0.6369
468,0.082,0.786,0.132,0.34
469,0.0,0.196,0.804,0.6249
470,0.084,0.867,0.048,-0.8074
471,0.0,0.448,0.552,0.9022
472,0.017,0.694,0.289,0.9863
473,0.0,0.886,0.114,0.4019
474,0.0,0.724,0.276,0.6369
475,0.0,0.826,0.174,0.6908
476,0.017,0.694,0.289,0.9863
477,0.045,0.832,0.123,0.6517
478,0.0,1.0,0.0,0.0
479,0.061,0.863,0.075,-0.1278
480,0.0,0.448,0.552,0.9022
481,0.0,0.622,0.378,0.8442
482,0.0,0.488,0.512,0.6369
483,0.0,0.512,0.488,0.9864
484,0.191,0.499,0.31,0.4797
485,0.08,0.725,0.194,0.6597
486,0.113,0.8,0.087,-0.8177
487,0.089,0.806,0.105,0.9169
488,0.071,0.705,0.223,0.9991
489,0.104,0.812,0.084,-0.6378
490,0.059,0.658,0.283,0.9608
491,0.155,0.417,0.429,0.5574
492,0.133,0.804,0.063,-0.4215
493,0.091,0.758,0.151,0.9506
494,0.232,0.643,0.125,-0.5432
495,0.155,0.761,0.084,-0.9872
496,0.104,0.804,0.093,0.1668
497,0.188,0.672,0.14,-0.7527
498,0.0,1.0,0.0,0.0
499,0.0,0.771,0.229,0.8586
500,0.0,1.0,0.0,0.0
501,0.209,0.631,0.161,-0.545
502,0.05,0.732,0.219,0.993
503,0.127,0.873,0.0,-0.4939
504,0.085,0.816,0.099,0.3695
505,0.0,0.736,0.264,0.7269
506,0.0,0.545,0.455,0.9584
507,0.0,0.588,0.412,0.6369
508,0.285,0.292,0.423,0.2263
509,0.067,0.724,0.209,0.9623
510,0.092,0.755,0.152,0.8997
511,0.0,0.554,0.446,0.983
512,0.123,0.587,0.29,0.8932
513,0.0,0.532,0.468,0.8316
514,0.0,0.783,0.217,0.765
515,0.066,0.826,0.108,0.9556
516,0.0,1.0,0.0,0.0
517,0.056,0.684,0.261,0.8625
518,0.12,0.781,0.099,-0.1447
519,0.056,0.753,0.191,0.8516
520,0.0,1.0,0.0,0.0
521,0.236,0.685,0.079,-0.6908
522,0.104,0.593,0.304,0.5719
523,0.122,0.707,0.171,0.8647
524,0.0,1.0,0.0,0.0
525,0.113,0.8,0.087,-0.8177
526,0.089,0.806,0.105,0.9169
527,0.071,0.705,0.223,0.9991
528,0.104,0.812,0.084,-0.6378
529,0.059,0.658,0.283,0.9608
530,0.155,0.417,0.429,0.5574
531,0.133,0.804,0.063,-0.4215
532,0.091,0.758,0.151,0.9506
533,0.232,0.643,0.125,-0.5432
534,0.155,0.761,0.084,-0.9872
535,0.024,0.781,0.195,0.9493
536,0.044,0.857,0.099,0.6865
537,0.1,0.777,0.122,0.4735
538,0.236,0.69,0.074,-0.9709
539,0.0,0.745,0.255,0.9692
540,0.14,0.707,0.154,0.0999
541,0.139,0.703,0.158,0.5615
542,0.0,0.737,0.263,0.3612
543,0.135,0.865,0.0,-0.6219
544,0.03,0.834,0.136,0.9959
545,0.05,0.777,0.173,0.9897
546,0.129,0.668,0.203,0.5511
547,0.129,0.801,0.069,-0.9413
548,0.041,0.773,0.186,0.9527
549,0.0,0.377,0.623,0.872
550,0.065,0.808,0.127,0.9419
551,0.0,0.667,0.333,0.6114
552,0.023,0.769,0.208,0.9618
553,0.095,0.743,0.162,0.7287
554,0.092,0.782,0.126,0.9557
555,0.103,0.824,0.074,-0.4019
556,0.148,0.585,0.267,0.7579
557,0.0,0.827,0.173,0.2235
558,0.102,0.898,0.0,-0.1511
559,0.0,0.417,0.583,0.6369
560,0.059,0.789,0.152,0.8742
561,0.0,0.571,0.429,0.7184
562,0.286,0.714,0.0,-0.3818
563,0.112,0.84,0.049,-0.5256
564,0.236,0.612,0.152,-0.8368
565,0.177,0.748,0.074,-0.9922
566,0.149,0.75,0.101,-0.9349
567,0.028,0.714,0.258,0.98
568,0.19,0.81,0.0,-0.2755
569,0.053,0.791,0.156,0.9478
570,0.078,0.796,0.127,0.5614
571,0.06,0.804,0.137,0.9956
572,0.302,0.63,0.068,-0.9939
573,0.101,0.833,0.067,-0.6843
574,0.0,0.5,0.5,0.875
575,0.0,0.488,0.512,0.4847
576,0.0,1.0,0.0,0.0
577,0.135,0.727,0.138,-0.1965
578,0.0,0.508,0.492,0.9382
579,0.09,0.78,0.13,0.9724
580,0.113,0.8,0.087,-0.8177
581,0.089,0.806,0.105,0.9169
582,0.071,0.705,0.223,0.9991
583,0.104,0.812,0.084,-0.6378
584,0.059,0.658,0.283,0.9608
585,0.155,0.417,0.429,0.5574
586,0.133,0.804,0.063,-0.4215
587,0.091,0.758,0.151,0.9506
588,0.232,0.643,0.125,-0.5432
589,0.155,0.761,0.084,-0.9872
590,0.0,0.564,0.436,0.4753
591,0.094,0.748,0.158,0.9518
592,0.141,0.782,0.077,-0.9946
593,0.554,0.446,0.0,-0.9738
594,0.087,0.481,0.431,0.9618
595,0.114,0.744,0.143,0.2161
596,0.103,0.74,0.157,0.926
597,0.0,1.0,0.0,0.0
598,0.0,1.0,0.0,0.0
599,0.111,0.857,0.033,-0.8442
600,0.0,1.0,0.0,0.0
601,0.0,0.588,0.412,0.8442
602,0.145,0.77,0.085,-0.976
603,0.0,1.0,0.0,0.0
604,0.14,0.595,0.264,0.3245
605,0.0,0.609,0.391,0.6696
606,0.089,0.8,0.111,0.8496
607,0.0,0.923,0.077,0.3612
608,0.092,0.68,0.228,0.9539
609,0.091,0.879,0.03,-0.6114
610,0.13,0.751,0.12,-0.9829
611,0.184,0.7,0.116,-0.9969
612,0.162,0.703,0.135,-0.916
613,0.058,0.8,0.142,0.9967
614,0.183,0.417,0.4,0.3818
615,0.155,0.417,0.429,0.5574
616,0.189,0.689,0.122,-0.4109
617,0.081,0.691,0.228,0.9753
618,0.0,0.571,0.429,0.7184
619,0.03,0.764,0.206,0.9588
620,0.0,0.674,0.326,0.4404
621,0.018,0.832,0.15,0.9953
622,0.057,0.709,0.234,0.8176
623,0.0,0.196,0.804,0.6249
624,0.054,0.857,0.089,0.2382
625,0.0,0.806,0.194,0.802
626,0.307,0.458,0.235,-0.0258
627,0.0,1.0,0.0,0.0
628,0.0,0.624,0.376,0.8925
629,0.065,0.769,0.166,0.9313
630,0.0,0.77,0.23,0.2724
631,0.0,0.581,0.419,0.8957
632,0.0,0.476,0.524,0.5106
633,0.0,0.122,0.878,0.802
634,0.0,1.0,0.0,0.0
635,0.061,0.82,0.12,0.9503
636,0.121,0.795,0.083,0.0237
637,0.035,0.866,0.099,0.7469
638,0.0,0.706,0.294,0.836
639,0.0,0.602,0.398,0.6468
640,0.266,0.734,0.0,-0.4404
641,0.059,0.516,0.425,0.9011
642,0.074,0.554,0.372,0.9391
643,0.023,0.84,0.138,0.7929
644,0.081,0.851,0.068,-0.8033
645,0.065,0.815,0.119,0.5188
646,0.0,0.76,0.24,0.6249
647,0.0,0.823,0.177,0.6326
648,0.0,1.0,0.0,0.0
649,0.0,0.196,0.804,0.6249
650,0.0,0.731,0.269,0.7396
651,0.0,1.0,0.0,0.0
652,0.227,0.233,0.541,0.6597
653,0.0,0.638,0.362,0.6877
654,0.043,0.792,0.165,0.9754
655,0.0,0.196,0.804,0.6249
656,0.085,0.695,0.22,0.9849
657,0.246,0.622,0.131,-0.8018
658,0.0,0.762,0.238,0.5707
659,0.0,0.851,0.149,0.8126
660,0.0,0.78,0.22,0.7911
661,0.0,0.196,0.804,0.6249
662,0.0,1.0,0.0,0.0
663,0.035,0.745,0.22,0.7702
664,0.018,0.74,0.242,0.9783
665,0.146,0.841,0.013,-0.9562
666,0.0,0.743,0.257,0.8519
667,0.0,0.744,0.256,0.5827
668,0.0,0.367,0.633,0.784
669,0.0,1.0,0.0,0.0
670,0.0,0.734,0.266,0.2905
671,0.0,0.8,0.2,0.3612
672,0.028,0.699,0.273,0.9839
673,0.0,0.323,0.677,0.6369
674,0.0,0.588,0.412,0.6369
675,0.157,0.496,0.347,0.5106
676,0.0,0.826,0.174,0.886
677,0.049,0.823,0.128,0.9649
678,0.0,0.323,0.677,0.6369
679,0.085,0.714,0.201,0.9869
680,0.173,0.676,0.151,-0.7953
681,0.0,1.0,0.0,0.0
682,0.062,0.782,0.155,0.9881
683,0.0,1.0,0.0,0.0
684,0.0,0.944,0.056,0.4404
685,0.0,0.658,0.342,0.9694
686,0.0,1.0,0.0,0.0
687,0.12,0.549,0.331,0.7934
688,0.103,0.695,0.201,0.9978
689,0.0,0.545,0.455,0.924
690,0.0,0.308,0.692,0.6696
691,0.031,0.772,0.196,0.9407
692,0.058,0.811,0.132,0.9785
693,0.158,0.567,0.275,0.4404
694,0.0,0.452,0.548,0.9657
695,0.0,1.0,0.0,0.0
696,0.073,0.703,0.224,0.9099
697,0.097,0.713,0.19,0.8122
698,0.068,0.631,0.301,0.8402
699,0.089,0.601,0.31,0.8805
700,0.186,0.646,0.168,0.1154
701,0.045,0.815,0.14,0.8098
702,0.0,0.626,0.374,0.8008
703,0.046,0.519,0.434,0.9854
704,0.0,0.625,0.375,0.6369
705,0.0,0.808,0.192,0.2263
706,0.112,0.724,0.164,0.702
707,0.085,0.779,0.136,0.6369
708,0.0,0.772,0.228,0.431
709,0.0,0.514,0.486,0.8858
710,0.0,0.893,0.107,0.34
711,0.0,0.489,0.511,0.8537
712,0.0,0.196,0.804,0.6249
713,0.083,0.807,0.111,0.8187
714,0.0,0.808,0.192,0.2263
715,0.0,0.858,0.142,0.872
716,0.023,0.8,0.177,0.8653
717,0.047,0.747,0.207,0.9789
718,0.096,0.715,0.189,0.9846
719,0.31,0.69,0.0,-0.5574
720,0.031,0.846,0.122,0.7902
721,0.114,0.648,0.239,0.8691
722,0.0,0.323,0.677,0.6369
723,0.104,0.782,0.114,0.4012
724,0.039,0.591,0.37,0.9958
725,0.044,0.654,0.302,0.9448
726,0.4,0.118,0.482,0.1779
727,0.142,0.75,0.108,-0.8055
728,0.0,0.406,0.594,0.6588
729,0.0,0.828,0.172,0.3612
730,0.0,0.517,0.483,0.8164
